123,11610,1533,5970,742178,276271,301529,4601,40744,427093,517291,55162,270685,61366,181492,37436493,11124766,8571736,10433354,29024513,5279234,1030422,3093142,694,17575697,5390007,2599879,29755561,13486321,39886474,6809263,16525382,8774956,97042,1344436,3396683,1036605,3384102,303454,9514913,15081460,1564359,307721,12810483,152783,10986159,8426198,2312904,5373561,143196,14443,3409569,2503125,1578918,1990197,47539,11760835,15656544,1121089,9504179,2964347,253794,541843,553758,577922,5905554,7238928,1327927,1318885,42066,5681726,1790938,3937037
142,12326,2487,7524,773059,415010,295361,8707,59302,442976,618256,108660,293048,104739,245074,35240650,17207859,10382306,10158998,27546898,7370521,1579817,2629873,4392,17813934,6248490,4608478,30961163,19017449,46552602,11872168,14827159,9573038,205347,1984264,3192698,1572797,4501302,583020,9712673,15460064,2557155,656340,14769429,505469,11602522,8569768,4135495,8885242,222667,39678,5121759,2878148,3121935,2147821,125671,12376514,19977451,2339798,10109145,5144745,769746,740292,928066,925337,5980625,8937777,2799604,1696822,95666,6162331,3002002,5730470
150,12476,3041,8134,788373,493948,282889,12754,67714,450467,644476,144366,292536,123074,271106,34825277,20950678,11333995,10050579,25975344,8381071,2258791,2362512,10649,18272925,6192876,6055939,31408148,22259823,48511621,15270670,13770329,9559302,332045,2451658,3130561,1889883,4841491,756677,9692528,14766523,2984712,969738,15242634,814405,12163093,8651367,5214245,10229882,254362,58780,5899893,2919701,3971017,2046675,198414,12736519,21398221,3277154,10280167,5846700,1020595,813201,1142244,1042841,5905332,9213681,3487964,1790309,124512,6099280,3505866,6518933
168,12999,4429,9599,781897,697600,275667,28485,89896,491659,709667,235760,291887,178239,333732,32639443,27260308,13772240,9358183,22839672,11807202,5063642,1963311,45720,18498525,6200788,9489718,29959787,32386295,51512921,24761798,13212403,9778854,1008462,3008183,2901226,2259578,6162456,1650678,10559743,13519389,4041237,2106660,16791690,1548310,12407338,8443139,7579045,14380422,343278,123547,7939263,2970780,6071596,2040966,393561,14627711,24588037,5697144,10500947,7749538,1890303,1143450,1683203,1380460,6100979,10046990,5604878,2082955,236924,5742852,5092017,8394931
166,12400,4266,9429,791415,676684,258076,33879,78318,468688,687198,217810,262741,162367,334604,34644386,27609955,14115510,9996472,21027546,11417633,6369810,1861989,82856,17475172,5312315,9173770,31816748,31970428,53290934,23987983,12879689,9636620,1273808,2946326,2956876,2039033,5549785,1861427,10193293,12060234,3741552,2294319,16486462,1082926,12557491,8459997,6487689,12854945,282236,106800,7167105,3026909,5286498,1676898,348918,14182782,25046350,5549379,9570951,6247145,1302702,1060158,1249389,1148154,5009129,9633001,4781531,1728895,218741,5338170,5040659,8532056
176,13233,5615,9785,816113,873069,267986,58208,99927,517902,687326,307911,277763,186564,340517,34109268,35011013,17412706,9532757,21000644,14438213,10566667,1657931,198190,18564136,5144646,12669433,30961983,40267755,51551024,32140114,13415587,9351634,2585224,3929015,3023623,2577792,6745853,3132554,11124053,12035270,4336999,3614412,16477383,1900023,13644742,9039440,9512133,14117014,332551,175297,9135866,2904168,7015605,1830739,492364,15649568,24296098,7938954,10221042,7409018,1837869,1375252,1682001,1295863,5890150,9262867,5776639,2053383,261425,5452659,5454676,8571124
172,13122,5379,9327,824786,854989,269678,54038,95259,526205,653239,293392,272558,165532,320378,35532318,34076805,17226605,9809440,21135197,14873422,9919190,1683443,179619,19211818,4703332,12013722,30632403,40381030,49941162,31701772,14232486,8952628,2348338,4063188,3144508,2576259,6660008,2894038,11617637,11577536,4112589,3310715,15781980,1882591,13794342,9470790,9446204,12146021,322732,165902,8928492,2823123,6661570,1702940,406555,15998724,23004467,7640237,10225227,6604409,1473048,1284323,1578820,1092655,6047840,8602743,4867971,1890421,224147,5440614,4932951,7942443
148,11433,3197,7681,795968,511928,238429,22067,62603,438945,543119,144955,250199,110651,251723,40558723,22401121,11748501,10892783,20587757,9281842,4241968,1859151,47067,18475320,3716225,6003790,31573515,25204796,45815150,16740329,13182813,7911465,718662,2608047,3295215,2065684,4338613,1197097,9873292,10700623,2839823,1375931,13311690,610430,12179862,10162410,4637792,7839154,208049,82874,5366689,2423894,3315321,1200211,198192,13170980,18532126,3442210,8904266,3948851,613962,839735,968249,732984,5029002,6989196,2833015,1709516,108372,5521978,3373223,5869541
131,9522,1712,6803,763958,227280,178828,6555,41618,318446,468676,60209,229334,80765,218616,42928001,12047380,4644909,12375925,18431787,3868608,1262319,1422404,8260,16119379,3119792,2234703,33537222,10484438,44208341,6085553,9382753,6448358,164369,1219868,3116606,1655605,2170946,352846,6472747,9048444,2051078,393011,10442695,120825,10260548,11156963,1408399,4970705,88799,30952,2892873,2175165,1439167,766843,84251,8535004,15884538,1207134,7750744,2456311,337673,587892,712775,551629,4325723,6191914,1811944,1506674,58890,5267113,2578681,4951602
118,8457,1011,5892,753481,104285,138538,1816,27632,248091,390078,27744,219921,56340,181016,44204650,7155718,2140609,13824892,17295493,1475731,350010,999396,665,15395762,2474070,1068540,34835581,3941958,40690924,2094704,6363180,4636155,35636,531133,3019820,1423875,1047456,83264,3875299,7791760,1384650,108520,7116658,53951,9705967,12128500,629773,2774796,27475,6466,1347509,1911111,505743,601447,26388,5513987,12649139,433271,6973888,1432479,154870,453690,448658,393323,4369627,5306633,1076891,1306268,32804,5026919,1848339,3902500
118,8456,1169,5734,787132,128078,114544,2801,31796,236222,353972,34394,221855,58413,171308,45416269,8919716,3049424,15374645,17187924,1646367,511990,365773,1416,17287291,2379087,1350117,37191383,4624348,39736566,2788940,3438694,2826469,55719,699770,3070981,1822848,1129724,131016,2620221,6656010,1220667,173039,4758864,65297,10542103,13308092,893821,2838738,29747,9012,1570099,1831468,602516,541792,31974,4620396,10995365,587431,6543707,1414143,177346,542888,522113,410517,4527590,4801070,1119621,1473025,43234,5052661,1840832,3577926
126,9598,1837,6038,832185,289931,141610,7049,36620,313792,383981,73398,226299,59845,185208,45518747,15175672,8691626,15399883,18791374,4480471,1441690,496060,2540,20334732,2761633,3060269,37644591,13322613,40765737,8683982,4838634,3222687,163761,1562398,3285366,2088418,1864951,304691,4401100,6764739,1225185,486651,5564695,258483,12371798,13392038,2732489,3542541,46039,19971,2947079,1987241,1370549,638162,42694,7771026,11991451,1687036,7074447,1652381,211378,467536,583648,421719,4690047,5355597,1209334,1216712,41684,5101179,1869021,4036543
139,10692,2822,6769,881462,457733,165556,16386,54984,373488,434639,129113,236578,79230,213260,43824874,22304286,12429331,15312308,20239210,7057484,3376316,593930,18083,21954929,3077573,5405340,39018031,21017463,44007078,14772154,5961931,3742629,547846,2765824,3484602,2860878,3181736,757198,5879996,7119259,1539691,975732,6763327,582167,14000134,13390135,4598633,5271420,118410,67825,5108935,2243583,2674480,754400,84740,9952638,13812832,3137183,7700617,2349579,452279,604093,1023268,553075,4871408,6016764,1867437,1298044,59874,5275618,2333200,4833085
155,10457,3094,8841,801245,451707,193047,17675,46203,371228,606249,142752,230008,134853,313405,39743633,21850517,9550144,11529386,17603889,7339202,3507351,1313446,20287,16042485,3645031,5780983,35290798,21727341,55011783,15742660,9754521,8184371,550936,2277619,3092457,1846628,2580858,683470,7841424,9488931,3505313,1324109,14125945,565764,11472235,10112438,3940192,8642170,86489,28841,4036260,2834425,2858762,981449,179471,11026778,23328310,3544238,8350950,4081910,780641,423520,659763,698625,4040788,8163888,3491162,1422153,190083,5167055,4665598,7817741
174,11128,4675,10376,815866,656904,194560,35696,57331,410641,692778,252419,230400,192174,382635,36886012,31386150,12140126,10748434,16080807,9974981,6453619,1139773,52956,16222042,4078767,10612546,35265938,30896482,60559675,25560966,9464460,8537737,1312441,2949319,2902162,2169099,3263650,1156579,8485939,9348740,4967156,2921824,16711110,1556603,12503843,9212470,6803970,12412484,100553,35195,5281267,3270021,4509739,1166333,345486,12655375,28075988,6665353,8715908,5502451,1435027,480542,841994,909389,4237521,9107765,5602594,1495652,312161,4793772,6789793,9895763
172,10081,4054,10652,824365,521878,161396,27007,44650,334743,704449,210437,204112,187285,408611,37114256,28802543,9193800,11863096,14129484,6826583,4804161,1002907,23389,14082047,4055110,9162760,38923694,22977040,65863632,19919184,7485237,8255319,936742,2394695,2614173,1989058,2426623,736019,6418216,8112737,4806379,2366581,15907813,1072776,12150850,9346795,4676535,11230521,76685,31072,3923775,3546720,3471500,912042,230562,9980587,30441113,5749157,7821929,4582681,1127563,318454,664183,778374,2986794,9628568,5163506,1183025,340626,4260341,7324128,10873585
174,10952,4518,10533,810694,625065,198529,34731,60622,389198,703721,240703,222333,191497,395993,36099745,29821071,11003887,11108797,15654920,9910536,6179079,1327284,59659,14770849,4291675,10166556,36293422,28952778,62153403,24268491,9903953,8608534,1289288,2622652,2636830,2081277,3949995,1363103,8183155,9140894,4779046,2815704,16379036,1312842,12240264,9227517,5754402,12394705,178613,77152,5430380,3352893,4562012,1189166,306085,12041724,29075065,6512333,8276530,5257757,1327875,620396,946844,946502,3525869,9528878,5506112,1430223,332191,4630983,7007645,10420267
177,12285,5298,10278,811333,794459,237270,49501,82628,473976,691205,288275,255620,202097,368727,34939310,32927861,14699352,10083726,17975843,13521255,8844872,1495456,139589,17141902,4726182,11546379,32493119,37784202,55623014,30596792,12040165,8722611,2005917,3420013,2885435,2509456,5537502,2393107,10156638,10358172,4800279,3525187,16656451,1775097,13151138,9551097,8211968,14565913,263453,140492,7630032,3064652,5971470,1546537,517797,14811384,25925735,7380327,9523265,6853085,1785170,977392,1337053,1195343,4935521,9090657,6285933,1804398,303823,5210647,6364401,9440859
173,13412,5273,9605,803920,844920,278163,48175,98288,530996,678296,284636,293536,187886,327349,33593435,32009610,17331644,9470794,21799998,14600259,8638457,1850742,136624,19568253,5542313,11338424,29280567,40109742,49639141,31004350,13780601,8910655,1928029,3760316,3067722,2620570,6923941,2704069,11398931,12632509,4394707,3243191,16367391,1905333,13513490,9220250,9618553,14695729,347348,177530,8971439,2911609,6659480,2040988,544005,16191635,23016941,6897654,10628560,7856829,1908218,1246067,1744205,1296860,6381023,9010569,5914950,2125839,242462,5904274,5224615,8096874
152,11043,2913,8563,787046,440592,230321,17601,48559,377279,632547,130450,248618,123247,302502,38154103,21634431,9813670,10817182,20890692,7059756,3402447,1916109,31273,15569554,4544813,5773991,34195792,19912542,53752780,14052531,11282196,9019017,550393,2036605,3192683,1574820,3325064,830554,7926972,12006160,3209439,1192854,15108350,445171,11868719,8708239,3733508,9066784,149276,45379,4085687,3020603,2790322,1534961,203817,10670175,23492991,3221862,8690514,4419623,646558,503943,673794,756371,4082075,8956864,3211170,1422878,133716,5554385,4154589,7582647
145,10633,2354,8086,775034,350583,224288,11421,38903,350928,611341,99557,245711,103245,283417,39423175,18170028,8278697,11000014,21036254,5476163,2245992,1924154,14577,14925823,4411713,4609470,34287191,15434072,52732560,10554539,11177315,9030719,310448,1641388,3222615,1297666,2521950,479377,7319093,12200716,2791835,811291,14501952,297081,11287065,8682906,2947260,7385354,85215,19448,3038748,2945202,2030279,1448747,131287,9477072,22644182,2449661,8529236,3653930,458839,393287,503487,636560,4121525,8798788,2438631,1351595,106742,5510006,3616865,7030798
154,11376,3108,8673,786721,473860,235634,20061,56508,395596,646936,142302,253358,127629,306912,37506941,22001976,10710184,10721189,21276569,7498130,3853460,1811132,40265,16140759,4787005,6002817,33730965,21833588,54258268,15535429,11433877,9136960,667569,2225621,3116395,1631385,3712211,1052645,8287943,12343431,3368056,1332649,15169187,494765,11961338,8387729,4075145,9109901,136564,51747,4750732,3096769,3308121,1544071,200364,11325776,24204844,3586525,8674329,4572523,709342,663768,821963,819275,4385408,9278280,3329847,1610008,138339,5514163,4353252,7680209
159,12317,3692,8869,783564,590934,263057,26760,75053,459955,659668,178586,272689,142192,309821,35190740,23474246,12995238,10294555,22607642,9984720,4947694,1861774,53538,17870119,5092280,6699597,31167268,28712431,52439583,20260028,12932049,9297688,949429,2711476,3006267,1832621,5154619,1596131,10188025,13027247,3510254,1762775,15290334,844038,12103095,8371403,5773671,10556719,199751,79507,6757752,3027615,4726730,1849615,298775,13815569,24053885,4430526,9245301,5638544,883732,982042,1197735,989559,5351494,9419445,3999814,1836910,160665,5702986,4556550,7697159
185,14465,6546,10474,801539,1035986,283472,64822,118433,574239,740756,394221,323976,215010,364167,31170766,36158380,21977142,9045170,21548349,16022528,11426385,1540254,152514,20362870,6100939,15136766,27962773,47877002,51153060,40458284,12792112,9258940,2986906,4492255,2854318,2904486,7740814,3383159,11858574,13594192,4910520,4519215,16973578,3628327,13503559,8734417,14670382,16321747,335956,187682,10782366,3053648,9179503,2435231,694521,17249174,25878388,10059521,11019758,9071002,2371424,1423438,2381790,1526797,8080198,10608960,7301261,2257154,254451,6013722,6082934,9187936
204,15082,8788,11918,792823,1302301,279075,107013,142628,608764,779123,582958,347483,288221,416012,28298075,44003313,23185301,8220279,19360426,20028839,17538443,1171125,334465,20266134,5633835,21329242,25832865,58284340,51070542,54915685,12418688,8838045,5630797,5319253,2677184,3392373,8586409,5117775,12318917,12931702,6155285,7776524,17899990,6589585,13574228,8941343,21321102,20649709,380950,258802,12600956,3029379,12097322,2752665,1133635,17822219,27323395,15072704,11903562,11202519,4096325,1745612,3159586,1843265,9699510,10730082,10590814,2656916,389073,6154815,7912211,10532618
201,14454,8295,11805,801360,1227709,258286,100378,126833,587985,772635,534118,318395,281335,417469,30002652,43430398,21720535,8683885,17953037,18566643,16705034,1057376,353383,19882680,5467149,20138807,27517738,56072639,53117721,51545444,11729375,8756894,5055495,5097453,2616354,3168112,7410864,4731214,11857326,11782857,6129597,7261475,18149832,5524383,13648447,8932072,18376611,20363300,303838,215616,11522564,3167003,10633468,2266133,1088847,17681672,27763967,13830191,11472037,10461910,3698626,1615452,2529281,1744996,8574512,10439880,10136067,2424679,384107,5567855,7985250,10680526
192,13439,7059,11277,820695,1056347,239306,77255,99251,534233,759408,433624,276296,242197,408204,32859441,41605619,19807841,9544508,17319845,15917375,13174063,1129084,241258,18577035,5105182,17859793,31278641,48251658,56670838,43525979,11203853,9048980,3587931,4524966,2683976,2705403,5986607,3738393,10572299,10766092,5573533,5677439,18192529,3885834,14032126,8702944,13710521,18013604,240206,161009,9404719,3374159,8116990,1753990,782862,16370748,28622948,11535716,10456625,8417631,2561563,1348742,1618668,1431093,6517744,10312177,8150586,1850851,335516,4911847,7491423,10620352
196,12672,7233,11877,821047,1011801,212405,85595,93749,488004,760585,435014,255578,276389,438782,32991923,42628852,17370404,9776696,15362259,14780536,14385537,939953,303248,17140413,4535948,17120116,33423155,45890899,60649784,42292084,9645873,8355020,4043046,4549530,2518295,2744025,5180275,3687923,9454742,9577792,6325735,6326882,18286080,3414036,13914652,8626806,12013579,18655250,219559,153620,8483463,3510618,7643387,1543117,893869,15180330,30289620,11439293,9480108,8112395,2883745,1188215,1528690,1388893,5321900,10006923,9476333,1948863,428194,4674273,8950828,11466911
200,13515,7819,12081,787380,1123116,246624,95175,111184,536939,775789,482793,284106,297051,438381,30821192,41792988,18750907,8645949,16340313,18275868,15954890,1190403,342206,17483918,5174433,18350271,29659652,51659282,56671295,47469095,11699168,8726375,4597879,4582339,2546748,2825815,6745309,4217370,11021765,10828794,6587015,7083264,18909326,4219848,13290986,8319477,14559217,20673888,328208,205471,9858660,3276137,9218518,1922707,1101629,16632017,29480526,12380533,10358141,9733147,3595798,1390483,2011850,1647258,6642243,10100400,10535348,2291173,455019,5088676,9024264,11349162
192,11951,6391,11945,778648,903988,222432,68002,89291,489332,749737,367164,225167,275956,450158,31914617,35452792,12086414,9378920,14629271,16452374,11727661,1126227,224879,16046991,4112860,13153125,31003900,44787803,60310970,38673566,11867694,8809333,2975733,3555159,2586382,2456652,5487640,2976684,10906308,8405621,6176825,5143755,18484433,2420759,12488974,8334458,8889957,18636952,274391,161014,8497945,3213589,7503145,1390381,857641,15692309,30643176,9547731,9340345,7928762,2772122,1135608,1464737,1411990,5040335,9382032,9284547,1660955,464577,3931444,9233680,11945056
176,10474,4351,11049,771688,572444,194431,33307,65736,392831,713086,216447,207974,224259,419187,33510167,25788467,6930087,10551188,14908039,10388229,5756055,1099521,77764,14051274,3819954,7441483,33820950,28731303,63297120,22143837,10534640,8860812,1200232,2177937,2501965,1871626,3939943,1456953,9144768,8313135,5382281,2571313,17012299,922580,11143108,8464088,4246783,14099922,195731,89795,6016895,3279944,4873510,1065922,479278,12515337,30230160,5313849,8355728,5983085,1716934,750313,1087636,1083029,3564287,9144012,6836506,1579915,379894,4188710,8080602,11051948
182,10383,4743,11728,779704,610411,179524,36211,64768,388708,740030,245229,199673,254649,452171,32311267,28235109,6967442,11017455,13667836,10494510,6264125,863325,66790,13919538,4014396,8708253,34701573,30254821,65968015,24332728,9296003,8417674,1331923,2299259,2290488,1965690,3596844,1386473,8636360,7564580,5810895,2974485,17390579,1215487,11649308,8540259,4799087,16195365,167387,79019,6094478,3491975,5125601,1042731,576278,12436229,31935054,5982522,8234456,6279935,2176055,707854,1103962,1199473,3483053,9502701,8121551,1501712,446061,3750677,9249698,12083785
190,11844,5991,11964,782232,841704,211433,58633,88979,472494,764422,337383,227216,275643,453521,30310546,33950512,11154106,9883129,15630732,14149399,9973590,958280,168164,16304689,4639327,12085014,31717280,41326375,61663926,35026134,10385977,8887979,2488871,3169072,2459044,2415638,5019422,2845078,10078180,8611815,5839028,4520656,18042241,2069529,12599839,8318574,7972270,19226800,238848,154327,8629082,3315410,7224588,1407263,793317,15070793,31188125,8597404,9160940,8069806,2848412,1205896,1456714,1547366,4865468,9978045,9304415,1734611,439403,3923517,9290684,12081310
198,12851,7169,12334,767245,990804,235149,80051,114243,508254,781057,426167,265650,312637,455341,28859331,37691395,13460153,8921144,16465802,16450694,13050536,1051805,280219,16637425,5058945,14952353,29486442,46542309,58322466,41055876,11255212,8927199,3729874,3559711,2407251,2764280,6545748,4001996,10639374,10030622,6248772,5965087,18277919,3110544,12676285,8119435,11062544,21736546,312412,227235,10196150,3113300,9109414,1872633,1064234,15781121,30113007,10648937,9823802,10057367,4053483,1541565,2155163,1918211,6101364,10335756,11216690,2369976,487313,4572206,9658414,11902260
204,13899,8207,12499,755341,1126513,257024,95201,134844,544340,789478,516161,317909,339889,442953,27904294,40518038,16317755,8062546,17437134,17978356,15110744,1207025,332018,17624438,5602251,18571445,26855287,50930042,53828051,46344597,11898113,8892950,4667514,4016513,2443450,3072065,7902285,4648803,11055573,12000085,6558045,7244858,18374126,4658007,12510964,8367452,15272398,23459189,382731,283060,11182177,2892097,10634708,2318367,1227443,16345628,28119551,12594611,11109703,12137200,5444019,1682933,2916009,2136629,7769553,10521782,12619718,3137150,535584,5698643,9560346,11174633
188,12099,5956,11622,766934,807189,228245,57672,98747,461113,749792,329588,254019,275624,426952,31267182,33357446,10907299,9413166,16588584,13754000,9478956,1225014,177219,15747528,4886433,11821283,31308333,38156669,59038895,31617503,11312601,8917749,2438079,2927227,2478699,2439103,6051702,2807952,9990522,10090964,5828212,4249663,17776039,2008548,12117497,8210071,7912897,18862406,295256,183099,8359315,3118279,7226313,1638444,834623,14295016,29115917,7953492,9271642,8592536,3139133,1199592,1897473,1664714,5132641,9870544,9425362,2323720,417679,4775548,8718601,11042516
176,10265,4205,11195,767662,532287,188028,28369,61306,367449,721620,206278,209928,234007,424546,33819914,25627682,6289043,10633422,14603565,9489976,4844722,1134156,49094,13466794,4111920,7648348,34595912,25549742,63822110,19721725,9789729,8797361,968653,1953601,2536490,1821298,3720355,1139763,8303886,8374868,5343306,2276178,17159885,909223,11081687,8632312,3966177,15163924,175088,73430,5299827,3287194,4342927,1086082,497977,11395548,30227060,4775784,8202421,6117965,1980444,635420,1059794,1184276,3410430,9389716,7271300,1660400,387869,4224340,8329069,11185309
154,9066,2563,9218,820377,306081,142092,11755,43146,275909,572941,103183,210892,147945,334021,39529177,16988006,4436319,14169596,14554014,5462115,2113051,774086,12631,13775323,3446299,3766914,39785174,13941637,59305611,9854142,6565482,5786304,319392,1360787,2794592,2042254,2281017,457051,5481680,6821984,3355949,887845,10579806,290939,11009050,12753229,1901062,8437322,92305,45269,3491933,2991910,2167917,602023,197852,7439126,22926372,2208813,7435771,3501547,783602,436070,769319,711043,2946395,7613302,3808760,1547736,214753,5058294,5407279,8401260
144,8830,2066,8230,822776,230268,131882,8583,35350,242778,517762,75894,221980,115835,287032,42456516,15306973,4217092,14512503,15429533,3142565,1471755,760499,11611,14034316,3121300,2970628,40238830,8906760,55166487,6424926,5319066,5297034,223195,1133065,2988458,1967871,1471100,332197,4033729,7553693,2731774,599128,9074090,149870,10913380,13028800,1535873,5970710,50119,27001,2257243,2720657,1338364,647248,118241,5581322,19854854,1596372,7225479,2888852,494637,379301,586637,544840,3247540,7045357,2678538,1550022,156774,5454799,4202719,6947791
128,9338,1434,6694,767614,186732,180843,4614,27567,278400,469734,48727,237163,69388,218647,43535491,11538523,4604325,12693294,19232095,2712995,837739,1658699,2953,14763349,3166594,2211768,35034116,7398667,45267778,4647914,8812238,6532735,91759,865061,3168407,1322547,1399480,191429,5378076,10128337,1717845,332659,9689934,88919,10146248,11308892,1493023,3891870,50774,5641,1678877,2244970,923994,1045983,48761,6615682,16269834,1096042,7518860,2160390,179219,360518,328546,429833,4174713,6581719,1239799,1254171,82799,5603506,2512663,4992427
123,9921,1598,5905,757238,230256,200289,6418,33713,323474,432198,56828,240241,60448,178927,44981028,13979704,6347700,11880730,20725128,3139098,1213407,1947481,6987,17284080,3061764,2712600,32580746,8695233,38482596,5348174,10281793,6435691,152804,1207299,3217490,1435278,1986087,318871,6229587,10618386,1441396,386134,9749215,116612,10662582,10364463,2052741,4046665,75655,12453,2238785,1913831,1095634,1052343,50470,7728623,13377134,1259667,7840209,2139691,188537,507917,433229,454644,4962276,5877510,1118961,1306307,65457,5317792,1919696,3813305
116,10055,1433,5237,738112,218629,215175,5121,31829,342691,400896,48876,236571,50247,149216,44560629,13104747,6401457,11499574,22081848,3020417,1014112,2255234,3988,18396637,3037481,2458760,30937959,8119737,34137057,4480904,11334442,6236586,121996,1276296,3296733,1284913,2066095,256025,6601618,10893047,1144069,275445,9493326,100128,10699820,9490249,2019311,3933099,89283,11519,2184950,1720461,965918,1175207,43284,8222870,11254521,1007444,7912288,2025225,182382,488412,398136,438791,5361170,5322190,940498,1136943,47750,4976782,1417927,3019403
